Reaction	EC-Number	In-Pathway	Substrates
dihydrolipoyllysine-residue (2-methylbutanoyl)transferase	EC-2.3.1.168	(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // (2<i>S</i>)-2-methylbutanoyl-CoA // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylbutanoyl]dihydrolipoyl-L-lysine // coenzyme A
a [hypoxia inducible factor (HIF) alpha subunit]-L-proline + 2-oxoglutarate + dioxygen  ->  a [hypoxia inducible factor (HIF) alpha subunit]-trans 4-hyroxy-L-proline + succinate + CO2	EC-1.14.11.29		dioxygen // 2-oxoglutarate // a [hypoxia inducible factor (HIF) &alpha; subunit]-L-proline // a [hypoxia inducible factor (HIF) &alpha; subunit]-<i>trans</i> 4-hyroxy-L-proline // succinate // CO<SUB>2</SUB>
UDP-N-acetyl-alpha-D-glucosamine + a 3-O-[beta-D-GlcNAc-(1->2)-alpha-D-mannosyl]-(Ser/Thr)-[protein]  ->  a 3-O-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)-]-alpha-D-mannosyl}-(Ser/Thr)-[protein] + UDP + H+	EC-2.4.1	protein <I>O</i>-mannosylation II (mammals, core M1 and core M2)	a 3-<i>O</i>-[&beta;-D-GlcNAc-(1&rarr;2)-&alpha;-D-mannosyl]-(Ser/Thr)-[protein] // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // a 3-<i>O</i>-{&beta;-D-GlcNAc-(1&rarr;2)-[&beta;-D-GlcNAc-(1&rarr;6)-]-&alpha;-D-mannosyl}-(Ser/Thr)-[protein] // UDP // H<SUP>+</SUP>
an all-trans-retinyl ester + H2O  ->  11-cis-retinol + a fatty acid + H+	EC-3.1.1.64	the visual cycle I (vertebrates)	H<sub>2</sub>O // an <i>all-trans</i>-retinyl ester // 11-<i>cis</i>-retinol // a fatty acid // H<SUP>+</SUP>
a 5'-dephospho-[DNA] + ATP  =  a 5'-phospho-[DNA] + ADP + H+	EC-2.7.1.78		ATP // a 5'-dephospho-[DNA] // a 5'-phospho-[DNA] // ADP // H<SUP>+</SUP>
a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA  <-  a (2E)-2-enoyl-CoA + H2O	EC-4.2.1.17	fatty acid &beta;-oxidation (peroxisome) // fatty acid &beta;-oxidation	a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA // a (2<i>E</i>)-2-enoyl-CoA // H<sub>2</sub>O
an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine + a [3-mercaptopyruvate sulfurtransferase]-L-cysteine  ->  an [L-cysteine desulfurase]-L-cysteine + a [3-mercaptopyruvate sulfurtransferase]-S-sulfanyl-L-cysteine	EC-2.8.1	tRNA-uridine 2-thiolation (mammalian mitochondria) // tRNA-uridine 2-thiolation (cytoplasmic)	a [3-mercaptopyruvate sulfurtransferase]-L-cysteine // an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine // an [L-cysteine desulfurase]-L-cysteine // a [3-mercaptopyruvate sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine
(R)-mevalonate + H+  <-->  mevalonolactone + H2O			H<SUP>+</SUP> // (<i>R</i>)-mevalonate // mevalonolactone // H<sub>2</sub>O
an alpha-limit dextrin + H2O  ->  maltotetraose + a debranched alpha-limit dextrin	EC-3.2.1.196		H<sub>2</sub>O // an &alpha;-limit dextrin // maltotetraose // a debranched &alpha;-limit dextrin
S-adenosyl-L-methionine + an arsenite-[arsenite methyltransferase] + a reduced thioredoxin  ->  S-adenosyl-L-homocysteine + a methylarsenite-[arsenite methyltransferase] + an oxidized thioredoxin + H+		2 S-adenosyl-L-methionine + arsenic triglutathione + 2 a reduced thioredoxin + H2O  ->  dimethylarsinous acid + 2 S-adenosyl-L-homocysteine + 3 glutathione + 2 an oxidized thioredoxin + 2 H+ // arsenic detoxification (mammals)	a reduced thioredoxin // an arsenite-[arsenite methyltransferase] // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // a methylarsenite-[arsenite methyltransferase] // an oxidized thioredoxin // H<SUP>+</SUP>
a [ubiquitin] C-terminal glycine adenylate + an [E1 ubiquitin-activating enzyme]-L-cysteine  ->  an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + H+		an [E1 ubiquitin-activating enzyme]-L-cysteine + a [ubiquitin] C-terminal glycine + ATP  ->  an [E1 ubiquitin-activating enzyme]-S-ubiquitinyl-L-cysteine + AMP + diphosphate	an [E1 ubiquitin-activating enzyme]-L-cysteine // a [ubiquitin] C-terminal glycine adenylate // an [E1 ubiquitin-activating enzyme]-<i>S</i>-ubiquitinyl-L-cysteine // AMP // H<SUP>+</SUP>
a beta-D-mannoside + H2O  ->  beta-D-mannopyranose + a non glycosylated sugar acceptor	EC-3.2.1.25		H<sub>2</sub>O // a &beta;-D-mannoside // &beta;-D-mannopyranose // a non glycosylated sugar acceptor
arachidonate + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  5,6-EET + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	arachidonate metabolites biosynthesis	a reduced [NADPH-hemoprotein reductase] // dioxygen // arachidonate // 5,6-EET // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
3-oxo-octanoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	myristate biosynthesis (mitochondria)	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyoctanoyl-[acp] // a 3-oxooctanoyl-[acp] // NADPH // H<SUP>+</SUP>
(3R)-3-hydroxycerotoyl-CoA  ->  trans-cerot-2-enoyl-CoA + H2O	EC-4.2.1.134	very long chain fatty acid biosynthesis II	(3<i>R</i>)-3-hydroxycerotoyl-CoA // <i>trans</i>-cerot-2-enoyl-CoA // H<sub>2</sub>O
a (3R)-3-hydroxydecanoyl-[acp]  ->  a (2E)-dec-2-enoyl-[acp] + H2O	EC-4.2.1.59	myristate biosynthesis (mitochondria)	a (3<i>R</i>)-3-hydroxydecanoyl-[acp] // a (2<i>E</i>)-dec-2-enoyl-[acp] // H<sub>2</sub>O
tetrahydropteroyl-[gamma-Glu](n) + L-glutamate + ATP  ->  tetrahydropteroyl-[gamma-Glu](n+1) + ADP + phosphate	EC-6.3.2.17	folate polyglutamylation	ATP // L-glutamate // a tetrahydrofolate // ADP // phosphate
prostaglandin D2 + NADP+  ->  prostaglandin K2 + NADPH + H+		arachidonate metabolites biosynthesis	NADP<sup>+</sup> // prostaglandin D<sub>2</sub> // prostaglandin K<sub>2</sub> // NADPH // H<SUP>+</SUP>
a holo-[acyl carrier protein] domain within a fatty acid synthase + acetyl-CoA  ->  an acetyl-[acp domain within a fatty acid synthase] + coenzyme A	EC-2.3.1.85 // EC-2.3.1.86	fatty acid biosynthesis initiation (animals and fungi, cytoplasm)	acetyl-CoA // a <i>holo</i>-[acyl carrier protein] domain within a fatty acid synthase // an acetyl-[acp domain within a fatty acid synthase] // coenzyme A
GTP + H2O  ->  GDP + phosphate + H+	EC-3.6.1 // EC-3.6.1.15 // EC-3.6.5.6 // EC-3.6.5.5 // EC-3.6.5.4 // EC-3.6.5.3 // EC-3.6.5.2 // EC-3.6.5.1		H<sub>2</sub>O // GTP // H<SUP>+</SUP> // GDP // phosphate
a decanoyl-[acp domain within a fatty acid synthase] + NADP+  <-  a (2E)-dec-2-enoyl-[acp domain within a fatty acid synthase] + NADPH + H+	EC-2.3.1.86 // EC-2.3.1.85	palmitate biosynthesis (cytoplasm)	NADP<sup>+</sup> // a decanoyl-[acp domain within a fatty acid synthase] // a (2<i>E</i>)-dec-2-enoyl-[acp domain within a fatty acid synthase] // NADPH // H<SUP>+</SUP>
UDP-alpha-D-xylose + a 3-O-[Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-O-6-P-alpha-D-Man]-Ser/Thr-[protein]  ->  UDP + a 3-O-[beta-Xyl-(1->4)-(Rbo5P)2-3-betaGalNAc-(1->3)-betaGlucNAc-(1->4)-(P6)-O-alphaMan]-Ser/Thr-[protein] + H+	EC-2.4.2.61	&alpha;-dystroglycan glycosylation	a 3-<i>O</i>-[Rib-ol-P-Rib-ol-P-3-&beta;-D-GalNAc-(1&rarr;3)-&beta;-D-GlcNAc-(1&rarr;4)-<i>O</i>-6-P-&alpha;-D-Man]-Ser/Thr-[protein] // UDP-&alpha;-D-xylose // UDP // a 3-<i>O</i>-[&beta;-Xyl-(1&rarr;4)-(Rbo5P)<sub>2</sub>-3-&beta;GalNAc-(1&rarr;3)-&beta;GlucNAc-(1&rarr;4)-(P6)-<i>O</i>-&alpha;Man]-Ser/Thr-[protein] // H<SUP>+</SUP>
(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA + H2O  ->  (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate + coenzyme A + H+	EC-3.1.2.2		H<sub>2</sub>O // (5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA // (5Z,8Z,11Z,14Z,17Z)-icosapentaenoate // coenzyme A // H<SUP>+</SUP>
S-methyl-5-thio-D-ribulose 1-phosphate  ->  5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate + H2O	EC-4.2.1.109	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	<i>S</i>-methyl-5-thio-D-ribulose 1-phosphate // 5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate // H<sub>2</sub>O
a dodecanoyl-[acp] + H2O  ->  acyl-carrier protein + laurate + H+	EC-3.1.2.21	myristate biosynthesis (mitochondria)	H<sub>2</sub>O // a dodecanoyl-[acp] // a soluble [acyl-carrier protein] // laurate // H<SUP>+</SUP>
a cerebroside + 3'-phosphoadenylyl-sulfate  ->  a cerebroside 3-sulfate + adenosine 3',5'-bisphosphate + H+	EC-2.8.2.11		3'-phosphoadenylyl-sulfate // a cerebroside // a cerebroside 3-sulfate // adenosine 3',5'-bisphosphate // H<SUP>+</SUP>
15(S)-HETE + a reduced two electron carrier + dioxygen  ->  8,15-diHETE + an oxidized electron carrier + H2O		arachidonate metabolites biosynthesis	a reduced two electron carrier // dioxygen // 15(<i>S</i>)-HETE // 8,15-diHETE // an oxidized electron carrier // H<sub>2</sub>O
xanthine + NAD+ + H2O  <-->  urate + NADH + H+	EC-1.17.1.4	guanosine nucleotides degradation // inosine 5'-phosphate degradation // adenosine nucleotides degradation	xanthine // NAD<sup>+</sup> // H<sub>2</sub>O // urate // NADH // H<SUP>+</SUP>
2 glutathione + an oxidized glutaredoxin  ->  glutathione disulfide + a reduced glutaredoxin		glutathione-glutaredoxin redox reactions // 2 glutathione + a protein with a disulfide bond  ->  glutathione disulfide + a protein with reduced L-cysteine residues	an oxidized glutaredoxin // glutathione // glutathione disulfide // a reduced glutaredoxin
S-(4-hydroxy-nonenal-3-yl)-L-cysteinylglycine + H2O  ->  S-(4-hydroxy-nonenal-3-yl)-L-cysteine + glycine	EC-3.4.13.23	4-hydroxy-2-nonenal detoxification	H<sub>2</sub>O // <i>S</i>-(4-hydroxy-nonenal-3-yl)-L-cysteinylglycine // <i>S</i>-(4-hydroxy-nonenal-3-yl)-L-cysteine // glycine
a retinal-binding protein + 11-cis-retinol  ->  an 11-cis-retinol-[retinal-binding protein]		the visual cycle I (vertebrates)	11-<i>cis</i>-retinol // a retinal-binding protein // an 11-<i>cis</i>-retinol-[retinal-binding protein]
N-acetylputrescine + H2O + dioxygen  ->  4-acetamidobutanal + ammonium + hydrogen peroxide	EC-1.4.3.4	putrescine degradation III	dioxygen // H<sub>2</sub>O // <i>N</i>-acetylputrescine // 4-acetamidobutanal // ammonium // hydrogen peroxide
an S-sulfanyl-[cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex  ->  a [cysteine desulfurase]-(S-sulfanyl)2-[disordered-form scaffold protein] complex	EC-2.8.1	[2Fe-2S] iron-sulfur cluster biosynthesis	an <i>S</i>-sulfanyl-[cysteine desulfurase]-<i>S</i>-sulfanyl-[disordered-form scaffold protein] complex // a [cysteine desulfurase]-(<i>S</i>-sulfanyl)<sub>2</sub>-[disordered-form scaffold protein] complex
a [protein]-Npi-phospho-L-histidine + H2O  ->  a [protein]-L-histidine + phosphate	EC-3.9.1.3		H<sub>2</sub>O // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [protein]-L-histidine // phosphate
alpha-D-glucopyranose 1-phosphate + 3-phospho-D-glyceroyl phosphate  =  alpha-D-glucose 1,6-bisphosphate + 3-phospho-D-glycerate + H+	EC-2.7.1.106		3-phospho-D-glyceroyl phosphate // &alpha;-D-glucopyranose 1-phosphate // H<SUP>+</SUP> // &alpha;-D-glucose 1,6-bisphosphate // 3-phospho-D-glycerate
prostaglandin F1alpha + NAD+  ->  15-dehydro-prostaglandin F1alpha + NADH + H+	EC-1.1.1.141	di-homo-&gamma;-linolenate metabolites biosynthesis	NAD<sup>+</sup> // prostaglandin F<sub>1&alpha;</sub> // 15-dehydro-prostaglandin F<sub>1&alpha;</sub> // NADH // H<SUP>+</SUP>
cob(II)alamin-[cyanocobalamin reductase CblC] + a [cobalamin trafficking protein CblD]  ->  cob(II)alamin-[CblC-CblD complex]		cobalamin salvage (eukaryotic)	a [cobalamin trafficking protein CblD] // cob(II)alamin-[cyanocobalamin reductase CblC] // cob(II)alamin-[CblC-CblD complex]
S-adenosyl-L-methionine + a dimethylarsenite-[arsenite methyltransferase] + a reduced thioredoxin  ->  S-adenosyl-L-homocysteine + trimethylarsane + an [arsenite methyltransferase] + an oxidized thioredoxin + H+		arsenic detoxification (mammals)	a reduced thioredoxin // a dimethylarsenite-[arsenite methyltransferase] // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // trimethylarsane // an [arsenite methyltransferase] // an oxidized thioredoxin // H<SUP>+</SUP>
linoleoyl-CoA + cholesterol  ->  cholesteryl linoleate + coenzyme A	EC-2.3.1.26		cholesterol // linoleoyl-CoA // cholesteryl linoleate // coenzyme A
a 5-methyltetrahydrofolate + 2 an oxidized ferredoxin [iron-sulfur] cluster  <-  a 5,10-methylenetetrahydrofolate + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+	EC-1.5.7.1	folate transformations I	an oxidized ferredoxin [iron-sulfur] cluster // a 5-methyltetrahydrofolate // a 5,10-methylenetetrahydrofolate // a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP>
UMP + H2O  ->  uridine + phosphate	EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // UMP // uridine // phosphate
<i>trans</i>-&Delta;<SUP>2</SUP>-decenoyl-[acp]reductase	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	myristate biosynthesis (mitochondria)	NADP<sup>+</sup> // a decanoyl-[acp] // a (2<i>E</i>)-dec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
acetyl-CoA[mitochondrial lumen] + a [pyruvate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine[mitochondrial lumen]  <-  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine[mitochondrial lumen] + coenzyme A[mitochondrial lumen]	EC-2.3.1.12	pyruvate[mitochondrial lumen] + coenzyme A[mitochondrial lumen] + NAD+[mitochondrial lumen]  ->  acetyl-CoA[mitochondrial lumen] + CO2[mitochondrial lumen] + NADH[mitochondrial lumen] // pyruvate decarboxylation to acetyl CoA	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // acetyl-CoA // coenzyme A // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine
3,5,3'-triiodo-L-thyronine + UDP-alpha-D-glucuronate  ->  3,5,3'-triiodo-L-thyronine phenolic beta-D-glucuronide + UDP + H+	EC-2.4.1.17	thyroid hormone metabolism II (via conjugation and/or degradation)	UDP-&alpha;-D-glucuronate // 3,5,3'-triiodo-L-thyronine // H<SUP>+</SUP> // 3,5,3'-triiodo-L-thyronine phenolic &beta;-D-glucuronide // UDP
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	EC-6.3.2.2	glutathione biosynthesis	ATP // L-glutamate // L-cysteine // H<SUP>+</SUP> // &gamma;-L-glutamyl-L-cysteine // phosphate // ADP
a (3R)-3-hydroxybutanoyl-[acp domain within a fatty acid synthase]  ->  a (2E)-but-2-enoyl-[acp domain within a fatty acid synthase] + H2O	EC-2.3.1.85 // EC-2.3.1.86	palmitate biosynthesis (cytoplasm)	a (<i>3R</i>)-3-hydroxybutanoyl-[acp domain within a fatty acid synthase] // a (2<i>E</i>)-but-2-enoyl-[acp domain within a fatty acid synthase] // H<sub>2</sub>O
13(S)-HpOTre + 2 glutathione  ->  13(S)-HOTrE(alpha) + glutathione disulfide + H2O	EC-1.11.1.12	&alpha;-linolenate metabolites biosynthesis	glutathione // 13(<i>S</i>)-HpOTre // 13(S)-HOTrE(&alpha;) // H<sub>2</sub>O // glutathione disulfide
a (3R)-3-hydroxydodecanoyl-[acp domain within a fatty acid synthase]  ->  a (2E)-dodec-2-enoyl-[acp domain within a fatty acid synthase] + H2O	EC-2.3.1.85 // EC-2.3.1.86	palmitate biosynthesis (cytoplasm)	a (<i>3R</i>)-3-hydroxydodecanoyl-[acp domain within a fatty acid synthase] // a (2<i>E</i>)-dodec-2-enoyl-[acp domain within a fatty acid synthase] // H<sub>2</sub>O
cotinine  ->  cotinine N-oxide		nicotine degradation V	cotinine // cotinine N-oxide
an oxidized thioredoxin + a reduced two electron carrier  <-  a reduced thioredoxin + an oxidized electron carrier		thioredoxin pathway	a reduced two electron carrier // an oxidized thioredoxin // a reduced thioredoxin // an oxidized electron carrier
dotriacontanoyl-CoA + NADP+  <-  trans-dotriaconta-2-enoyl-CoA + NADPH + H+	EC-1.3.1.93	ultra-long-chain fatty acid biosynthesis	NADP<sup>+</sup> // dotriacontanoyl-CoA // <i>trans</i>-dotriaconta-2-enoyl-CoA // NADPH // H<SUP>+</SUP>
a [cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex + L-cysteine  ->  an S-sulfanyl-[cysteine desulfurase]-S-sulfanyl-[disordered-form scaffold protein] complex + L-alanine	EC-2.8.1.7	[2Fe-2S] iron-sulfur cluster biosynthesis	L-cysteine // a [cysteine desulfurase]-<i>S</i>-sulfanyl-[disordered-form scaffold protein] complex // an <i>S</i>-sulfanyl-[cysteine desulfurase]-<i>S</i>-sulfanyl-[disordered-form scaffold protein] complex // L-alanine
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA + acetyl-CoA  <-  3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxohexanoyl)-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-butanoyl-CoA // 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(3-oxohexanoyl)-CoA // coenzyme A
6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H2O  ->  a phosphatidate + 1-(2-amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol + H+	EC-3.1.4.50		H<sub>2</sub>O // 6-(&alpha;-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol // a phosphatidate // 1-(2-amino-2-deoxy-&alpha;-D-glucopyranosyl)-1D-myo-inositol // H<SUP>+</SUP>
15-dehydro-13,14-dihydro-prostaglandin E3 + NAD(P)+  <-  15-dehydro-prostaglandin E3 + NAD(P)H + H+	EC-1.3.1.48	icosapentaenoate metabolites biosynthesis	NAD(P)<sup>+</sup> // 15-dehydro-13,14-dihydro-prostaglandin E<sub>3</sub> // 15-dehydro-prostaglandin E<sub>3</sub> // NAD(P)H // H<SUP>+</SUP>
L-dopa + H+  ->  dopamine + CO2	EC-4.1.1.28	catecholamine biosynthesis	L-dopa // H<SUP>+</SUP> // dopamine // CO<SUB>2</SUB>
30-hydroxytriacontanoyl-CoA + phytosphingosine  ->  N-(30-hydroxytriacontanoyl)-phytosphingosine + coenzyme A + H+	EC-2.3.1.298		phytosphingosine // 30-hydroxytriacontanoyl-CoA // <i>N</i>-(30-hydroxytriacontanoyl)-phytosphingosine // coenzyme A // H<SUP>+</SUP>
indole + NADH + dioxygen + H+  ->  indoxyl + NAD+ + H2O	EC-1.14.13.235		H<SUP>+</SUP> // NADH // dioxygen // indole // indoxyl // H<sub>2</sub>O // NAD<sup>+</sup>
5-hydroxyindole acetaldehyde + NAD+ + H2O  ->  5-hydroxyindole acetate + NADH + 2 H+	EC-1.2.1.3	serotonin degradation	H<sub>2</sub>O // NAD<sup>+</sup> // 5-hydroxyindole acetaldehyde // 5-hydroxyindole acetate // NADH // H<SUP>+</SUP>
GTP + H2O  ->  formate + 7,8-dihydroneopterin 3'-triphosphate + H+	EC-3.5.4.16	tetrahydrobiopterin <i>de novo</i> biosynthesis	H<sub>2</sub>O // GTP // H<SUP>+</SUP> // formate // 7,8-dihydroneopterin 3'-triphosphate
(11S)-HpDHA + 2 glutathione  ->  11-HDoHE + glutathione disulfide + H2O	EC-1.11.1.12	docosahexaenoate metabolites biosynthesis	glutathione // (11<i>S</i>)-HpDHA // 11-HDoHE // glutathione disulfide // H<sub>2</sub>O
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NAD(P)+  ->  3-dehydro-4-methylzymosterol + CO2 + NAD(P)H	EC-1.1.1.170	zymosterol biosynthesis // cholesterol biosynthesis I	NAD(P)<sup>+</sup> // 4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 3-dehydro-4-methylzymosterol // NAD(P)H // CO<SUB>2</SUB>
L-glutamate + (S)-2-aminobutanoate + ATP  ->  gamma-L-glutamyl-(S)-2-aminobutanoate + ADP + phosphate + H+	EC-6.3.2.2	ophthalmate biosynthesis	ATP // (S)-2-aminobutanoate // L-glutamate // &gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate // ADP // phosphate // H<SUP>+</SUP>
1,2-dihydro-beta-NADP + H+ + dioxygen  ->  hydrogen peroxide + NADP+	EC-1.6.3.5		dioxygen // H<SUP>+</SUP> // 1,2-dihydro-&beta;-NADP // NADP<sup>+</sup> // hydrogen peroxide
S-adenosyl-L-methionine + (R)-noradrenaline  ->  L-normetanephrine + S-adenosyl-L-homocysteine + H+	EC-2.1.1.6	noradrenaline and adrenaline degradation	(<i>R</i>)-noradrenaline // <i>S</i>-adenosyl-L-methionine // L-normetanephrine // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
ammonium + NAD+ + H2O  <-  hydroxylamine + NADH + 2 H+	EC-1.7.1.10	protein <i>S</i>-nitrosylation and denitrosylation	NAD<sup>+</sup> // H<sub>2</sub>O // ammonium // H<SUP>+</SUP> // hydroxylamine // NADH
3-oxopropanoate + coenzyme A + NAD+  ->  acetyl-CoA + CO2 + NADH	EC-1.2.1.18	&beta;-alanine degradation	NAD<sup>+</sup> // coenzyme A // 3-oxopropanoate // acetyl-CoA // CO<SUB>2</SUB> // NADH
17-alpha-hydroxypregnenolone + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  3-beta-hydroxyandrost-5-en-17-one + acetate + an oxidized [NADPH-hemoprotein reductase] + H2O + H+	EC-1.14.14.32	11-oxyandrogens biosynthesis // androgen biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // 17-&alpha;-hydroxypregnenolone // 3-&beta;-hydroxyandrost-5-en-17-one // acetate // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O // H<SUP>+</SUP>
a 1-arachidonoyl-2-acyl-sn-glycerol 3-phosphate + H2O  ->  a 1-arachidonoyl-2-acyl-sn-glycerol + phosphate	EC-3.1.3.4	anandamide biosynthesis II // anandamide biosynthesis I	H<sub>2</sub>O // a 1-arachidonoyl-2-acyl-<i>sn</i>-glycerol 3-phosphate // a 1-arachidonoyl-2-acyl-<i>sn</i>-glycerol // phosphate
UDP-alpha-D-galactose + a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-R  ->  an I antigen + UDP + H+	EC-2.4.1.38	i antigen and I antigen biosynthesis // terminal <i>O</i>-glycans residues modification (via type 2 precursor disaccharide)	a &beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;6)]-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-R // UDP-&alpha;-D-galactose // an I antigen // H<SUP>+</SUP> // UDP
phytate + H2O  ->  D-myo-inositol (1,2,4,5,6)-pentakisphosphate + phosphate	EC-3.1.3.62		H<sub>2</sub>O // phytate // D-<i>myo</i>-inositol (1,2,4,5,6)-pentakisphosphate // phosphate
a tRNAIle + L-isoleucine + ATP  ->  an L-isoleucyl-[tRNAIle] + AMP + diphosphate	EC-6.1.1.5	tRNA charging	ATP // L-isoleucine // a tRNA<SUP>Ile</SUP> // an L-isoleucyl-[tRNA<SUP>Ile</SUP>] // diphosphate // AMP
alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate  ->  alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+	EC-2.4.1.258	protein <i>N</i>-glycosylation initial phase (eukaryotic)	a dolichyl &beta;-D-mannosyl phosphate // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // &alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;6)]-&beta;-D-Man-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;4)-&alpha;-D-GlcNAc-diphosphodolichol // a dolichyl phosphate // H<SUP>+</SUP>
progesterone + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  11-deoxycorticosterone + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14.16	mineralocorticoid biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // progesterone // 11-deoxycorticosterone // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
