Reaction	EC-Number	In-Pathway	Substrates
2 pyruvate + H+  ->  (S)-2-acetolactate + CO2	EC-2.2.1.6	L-valine biosynthesis	pyruvate // H<SUP>+</SUP> // (<i>S</i>)-2-acetolactate // CO<SUB>2</SUB>
N-acetyl-D-glucosamine 6-phosphate + H2O  ->  D-glucosamine 6-phosphate + acetate	EC-3.5.1.25	<i>N</i>-acetylglucosamine degradation I	H<sub>2</sub>O // <i>N</i>-acetyl-D-glucosamine 6-phosphate // D-glucosamine 6-phosphate // acetate
(2S)-ethylmalonyl-CoA  ->  (2R)-ethylmalonyl-CoA	EC-5.1.99.1	ethylmalonyl-CoA pathway	(2<i>S</i>)-ethylmalonyl-CoA // (2<i>R</i>)-ethylmalonyl-CoA
dCTP + H2O  ->  dCMP + diphosphate + H+	EC-3.6.1.9 // EC-3.6.1.12 // EC-3.6.1.65	pyrimidine deoxyribonucleotides dephosphorylation	H<sub>2</sub>O // dCTP // H<SUP>+</SUP> // dCMP // diphosphate
(S)-dihydroorotate[in] + an electron-transfer quinone[membrane]  ->  orotate[in] + an electron-transfer quinol[membrane]	EC-1.3.5.2	UMP biosynthesis I	(<i>S</i>)-dihydroorotate // an electron-transfer quinone // an electron-transfer quinol // orotate
(7Z)-hexadecenoyl-CoA + an oxidized electron-transfer flavoprotein + H+  ->  (2E,7Z)-hexadecenoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.8	oleate &beta;-oxidation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // (7Z)-hexadecenoyl-CoA // (2E,7Z)-hexadecenoyl-CoA // a reduced electron-transfer flavoprotein
(R)-NADPHX  ->  (S)-NADPHX	EC-5.1.99.6	NADPH repair (eukaryotes)	(<i>R</i>)-NADPHX // (<i>S</i>)-NADPHX
N-acetyl-L-glutamate + ATP  ->  N-acetylglutamyl-phosphate + ADP	EC-2.7.2.8	L-arginine biosynthesis II (acetyl cycle)	ATP // <i>N</i>-acetyl-L-glutamate // <i>N</i>-acetylglutamyl-phosphate // ADP
3-methyl-2-oxobutanoate + coenzyme A + NAD+  ->  isobutanoyl-CoA + CO2 + NADH	EC-1.2.1.25	L-valine degradation I	NAD<sup>+</sup> // coenzyme A // 3-methyl-2-oxobutanoate // isobutanoyl-CoA // CO<SUB>2</SUB> // NADH
L-dopa + oxygen  ->  4,5-seco-dopa + H+	EC-1.13.11.29		oxygen // L-dopa // H<SUP>+</SUP> // 4,5-<i>seco</i>-dopa
GTP  ->  cyclic-GMP + diphosphate	EC-4.6.1.2		GTP // cyclic-GMP // diphosphate
succinate + ATP + coenzyme A  <-->  succinyl-CoA + ADP + phosphate	EC-6.2.1.5	TCA cycle I (prokaryotic)	ATP // coenzyme A // succinate // succinyl-CoA // ADP // phosphate
cob(II)alamin + a [corrinoid adenosyltransferase]  ->  cob(II)alamin-[corrinoid adenosyltranferase]		2 ATP + 2 cob(II)alamin + a [reduced flavoprotein]  ->  2 adenosylcobalamin + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobalamin salvage from cobalamin	a [corrinoid adenosyltransferase] // cob(II)alamin // cob(II)alamin-[corrinoid adenosyltranferase]
prephenate + H+  ->  3-phenyl-2-oxopropanoate + CO2 + H2O	EC-4.2.1.51	L-phenylalanine biosynthesis I	prephenate // H<SUP>+</SUP> // 3-phenyl-2-oxopropanoate // H<sub>2</sub>O // CO<SUB>2</SUB>
3-dehydroquinate  ->  3-dehydroshikimate + H2O	EC-4.2.1.10	chorismate biosynthesis from 3-dehydroquinate	3-dehydroquinate // H<sub>2</sub>O // 3-dehydroshikimate
betaine aldehyde hydrate  <-->  betaine aldehyde + H2O			betaine aldehyde hydrate // betaine aldehyde // H<sub>2</sub>O
2'-deoxyadenosine + H+ + H2O  ->  ammonium + 2'-deoxyinosine	EC-3.5.4.4	purine deoxyribonucleosides degradation I	2'-deoxyadenosine // H<sub>2</sub>O // H<SUP>+</SUP> // ammonium // 2'-deoxyinosine
beta-D-ribofuranose  <-->  aldehydo-D-ribose			&beta;-D-ribofuranose // <i>aldehydo</i>-D-ribose
UMP + H2O  ->  uridine + phosphate	EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // UMP // uridine // phosphate
gamma-L-glutamyl 5-phosphate  ->  5-oxo-L-proline + phosphate + H+		5-oxo-L-proline metabolism	&gamma;-L-glutamyl 5-phosphate // 5-oxo-L-proline // phosphate // H<SUP>+</SUP>
2 ditrans,octacis-undecaprenyldiphospho-[(N-acetyl-beta-D-glucosaminyl)-(1,4)-]-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine  ->  di-trans,octa-cis-undecaprenyl diphosphate + ditrans,octacis-undecaprenyldiphospho-[(N-acetyl-beta-D-glucosaminyl)-(1,4)-]-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	EC-2.4.1.129		<i>di-trans,octa-cis</i>-undecaprenyl diphosphate // <i>ditrans,octacis</i>-undecaprenyldiphospho-[(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-(1,4)-]-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine
(S)-malyl-CoA  <-  glyoxylate + acetyl-CoA	EC-4.1.3.24	ethylmalonyl-CoA pathway	(<i>S</i>)-malyl-CoA // glyoxylate // acetyl-CoA
L-ornithine  ->  L-proline + ammonium	EC-4.3.1.12	L-arginine degradation VII (arginase 3 pathway) // L-ornithine degradation I (L-proline biosynthesis)	L-ornithine // L-proline // ammonium
3-oxo-dodecanoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	palmitate biosynthesis (type II fatty acid synthase)	NADP<sup>+</sup> // a (<i>3R</i>)-3-hydroxydodecanoyl-[acp] // a 3-oxododecanoyl-[acp] // NADPH // H<SUP>+</SUP>
undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl- D-alanyl-D-alanine + UDP-N-acetyl-alpha-D-glucosamine  =  ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetyl-beta-D-glucosaminyl)muramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + UDP + H+	EC-2.4.1.227		UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanyl-D-alanine // H<SUP>+</SUP> // <i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine // UDP
a protein with a disulfide bond + a reduced glutaredoxin  ->  a protein with reduced L-cysteine residues + an oxidized glutaredoxin		glutathione-glutaredoxin redox reactions // 2 glutathione + a protein with a disulfide bond  ->  glutathione disulfide + a protein with reduced L-cysteine residues	a reduced glutaredoxin // a protein with a disulfide bond // a protein with reduced L-cysteine residues // an oxidized glutaredoxin
xanthosine + phosphate  ->  xanthine + alpha-D-ribose-1-phosphate	EC-2.4.2.1	xanthine and xanthosine salvage // purine ribonucleosides degradation // inosine 5'-phosphate degradation	phosphate // xanthosine // xanthine // &alpha;-D-ribose-1-phosphate
2-octaprenylphenol + NADPH + oxygen + H+  ->  3-(all-trans-octaprenyl)benzene-1,2-diol + NADP+ + H2O	EC-1.14.13.240	ubiquinol-8 biosynthesis (early decarboxylation)	H<SUP>+</SUP> // NADPH // oxygen // 2-octaprenylphenol // 3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol // H<sub>2</sub>O // NADP<sup>+</sup>
roseoflavin 5'-phosphate + ATP + H+  ->  roseoflavin adenine dinucleotide + diphosphate	EC-2.7.7.2		H<SUP>+</SUP> // ATP // roseoflavin 5'-phosphate // roseoflavin adenine dinucleotide // diphosphate
an acyl-[acyl-carrier protein] + a 2-lysophosphatidate  ->  a phosphatidate + acyl-carrier protein	EC-2.3.1.51	CDP-diacylglycerol biosynthesis II	a 2-lysophosphatidate // an acyl-[acyl-carrier protein] // a phosphatidate // a soluble [acyl-carrier protein]
4,5-seco-dopa  ->  betalamate + H+ + H2O			4,5-<i>seco</i>-dopa // H<SUP>+</SUP> // betalamate // H<sub>2</sub>O
chlorophyllide b2 + phytyl diphosphate + 2 H+  =  chlorophyll b2 + diphosphate	EC-2.5.1.62		H<SUP>+</SUP> // phytyl diphosphate // chlorophyllide <i>b</i><sub>2</sub> // chlorophyll <i>b</i><sub>2</sub> // diphosphate
formate + acetyl-CoA  <-  pyruvate + coenzyme A	EC-2.3.1.54	pyruvate fermentation to acetate IV // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	acetyl-CoA // formate // pyruvate // coenzyme A
a 5,6-dihydrouracil20 in tRNA + NAD(P)+  =  a uracil20 in tRNA + NAD(P)H + H+	EC-1.3.1.91		NAD(P)<sup>+</sup> // a 5,6-dihydrouracil<sup>20</sup> in tRNA // a uracil<sup>20</sup> in tRNA // NAD(P)H // H<SUP>+</SUP>
<i>trans</i>-&Delta;<SUP>2</SUP>-decenoyl-[acp]-reductase	EC-1.3.1.9	palmitate biosynthesis (type II fatty acid synthase)	NAD<sup>+</sup> // a decanoyl-[acp] // a (2<i>E</i>)-dec-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
beta-D-fructofuranose 1-phosphate  <-->  glycerone phosphate + D-glyceraldehyde	EC-4.1.2.13		&beta;-D-fructofuranose 1-phosphate // glycerone phosphate // D-glyceraldehyde
cyclic pyranopterin phosphate + 2 a thiocarboxylated [small subunit of molybdopterin synthase] + H2O  ->  2 a small subunit of molybdopterin synthase + molybdopterin + 4 H+	EC-2.8.1.12	molybdopterin biosynthesis	H<sub>2</sub>O // a thiocarboxylated [small subunit of molybdopterin synthase] // cyclic pyranopterin phosphate // molybdopterin // a small subunit of molybdopterin synthase // H<SUP>+</SUP>
(S)-malate + NAD+  ->  pyruvate + CO2 + NADH	EC-1.1.1.38	gluconeogenesis I	NAD<sup>+</sup> // (<i>S</i>)-malate // pyruvate // CO<SUB>2</SUB> // NADH
2-oxoglutarate + a [2-oxoglutarate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+  ->  a [2-oxoglutarate dehydrogenase E2 protein] N6-S-succinyldihydrolipoyl-L-lysine + CO2	EC-1.2.4.2	2-oxoglutarate decarboxylation to succinyl-CoA // 2-oxoglutarate dehydrogenase complex	H<SUP>+</SUP> // a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // 2-oxoglutarate // a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-succinyldihydrolipoyl-L-lysine // CO<SUB>2</SUB>
propan-2-ol + NADP+  ->  acetone + NADPH + H+	EC-1.1.1.80	acetone degradation II (to acetoacetate)	NADP<sup>+</sup> // propan-2-ol // acetone // NADPH // H<SUP>+</SUP>
ATP + GMP  <-->  ADP + GDP	EC-2.7.4.8	guanosine ribonucleotides <i>de novo</i> biosynthesis	GMP // ATP // ADP // GDP
all-trans-heptaprenyl diphosphate + 1,4-dihydroxy-2-naphthoate + H+  ->  CO2 + demethylmenaquinol-7 + diphosphate	EC-2.5.1.74	menaquinol-7 biosynthesis	1,4-dihydroxy-2-naphthoate // all-<i>trans</i>-heptaprenyl diphosphate // H<SUP>+</SUP> // demethylmenaquinol-7 // diphosphate // CO<SUB>2</SUB>
adenylo-succinate  ->  fumarate + AMP	EC-4.3.2.2	adenosine ribonucleotides <i>de novo</i> biosynthesis	adenylo-succinate // fumarate // AMP
L-glutamine + H2O  ->  L-glutamate + ammonium	EC-3.5.1.38 // EC-3.5.1.2	L-glutamine degradation I // L-glutamate biosynthesis I // glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation // phosphoribulosylformimino-AICAR-phosphate + L-glutamine  ->  L-glutamate + D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H+ // L-glutamine + an L-aspartyl-[tRNAAsn] + ATP + H2O  ->  L-glutamate + an L-asparaginyl-[tRNAAsn] + ADP + phosphate + H+ // L-glutamine + an L-glutamyl-[tRNAGln] + ATP + H2O  ->  L-glutamate + an L-glutaminyl-[tRNAGln] + ADP + phosphate + H+ // 2 L-glutamate + NADP+  <-  L-glutamine + 2-oxoglutarate + NADPH + H+ // XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+ // ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+ // 2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+	H<sub>2</sub>O // L-glutamine // L-glutamate // ammonium
2-aceto-2-hydroxy-butyrate synthase	EC-2.2.1.6	L-isoleucine biosynthesis I (from threonine)	2-oxobutanoate // pyruvate // H<SUP>+</SUP> // (<i>S</i>)-2-aceto-2-hydroxybutanoate // CO<SUB>2</SUB>
aldehydo-D-ribose  <-->  D-ribopyranose			<i>aldehydo</i>-D-ribose // D-ribopyranose
(polyphosphate)(n) + H2O  ->  (polyphosphate)(n-1) + phosphate	EC-3.6.1.11	polyphosphate metabolism	H<sub>2</sub>O // long chain polyphosphate // phosphate
formate + a ribonucleoside triphosphate + H+  ->  a 2'-deoxyribonucleoside 5'-triphosphate + CO2 + H2O	EC-1.1.98.6		H<SUP>+</SUP> // a ribonucleoside triphosphate // formate // a 2'-deoxyribonucleoside 5'-triphosphate // CO<SUB>2</SUB> // H<sub>2</sub>O
dihydrolipoyllysine-residue (2-methylbutanoyl)transferase	EC-2.3.1.168	(<i>S</i>)-3-methyl-2-oxopentanoate dehydrogenase (acylating)	an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // (2<i>S</i>)-2-methylbutanoyl-CoA // an [<i>apo</i> BCAA dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-[2-methylbutanoyl]dihydrolipoyl-L-lysine // coenzyme A
S-(hydroxysulfenamide)glutathione + NAD+  <-  S-nitrosoglutathione + NADH + H+	EC-1.1.1.284	protein <i>S</i>-nitrosylation and denitrosylation	NAD<sup>+</sup> // <i>S</i>-(hydroxysulfenamide)glutathione // <i>S</i>-nitrosoglutathione // NADH // H<SUP>+</SUP>
a [prolipoprotein]-L-cysteine + a phosphatidylglycerol  ->  a [prolipoprotein]-S-1,2-diacyl-sn-glyceryl-L-cysteine + sn-glycerol 1-phosphate + H+	EC-2.5.1.145	lipoprotein posttranslational modification	a phosphatidylglycerol // a [prolipoprotein]-L-cysteine // a [prolipoprotein]-<i>S</i>-1,2-diacyl-<i>sn</i>-glyceryl-L-cysteine // <i>sn</i>-glycerol 1-phosphate // H<SUP>+</SUP>
an aromatic amino acid + 2-oxoglutarate  <-->  an aromatic 2-oxo-acid + L-glutamate	EC-2.6.1.57		2-oxoglutarate // an aromatic amino acid // an aromatic 2-oxo-acid // L-glutamate
(S)-2-acetolactate + an oxidized electron carrier + H+  ->  diacetyl + CO2 + a reduced two electron carrier			H<SUP>+</SUP> // an oxidized electron carrier // (<i>S</i>)-2-acetolactate // diacetyl // CO<SUB>2</SUB> // a reduced two electron carrier
(5Z)-tetradecenoyl-CoA + an oxidized electron-transfer flavoprotein + H+  ->  (2E,5Z)-tetradecenoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.8	oleate &beta;-oxidation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // (5Z)-tetradecenoyl-CoA // (2E,5Z)-tetradecenoyl-CoA // a reduced electron-transfer flavoprotein
(S)-3-hydroxy-isobutanoyl-CoA + H2O  ->  (S)-3-hydroxy-isobutanoate + coenzyme A + H+	EC-3.1.2.4	L-valine degradation I	H<sub>2</sub>O // (<i>S</i>)-3-hydroxy-isobutanoyl-CoA // (<i>S</i>)-3-hydroxy-isobutanoate // H<SUP>+</SUP> // coenzyme A
succinyl-CoA + a [2-oxoglutarate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine  <-  a [2-oxoglutarate dehydrogenase E2 protein] N6-S-succinyldihydrolipoyl-L-lysine + coenzyme A	EC-2.3.1.61	2-oxoglutarate decarboxylation to succinyl-CoA // 2-oxoglutarate dehydrogenase complex	a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // succinyl-CoA // coenzyme A // a [2-oxoglutarate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-succinyldihydrolipoyl-L-lysine
a [SoxY protein]-S-sulfanyl-L-cysteine + thiosulfate + 2 an oxidized c-type cytochrome  ->  a [SoxY protein]-S-(2-sulfodisulfanyl)-L-cysteine + 2 a reduced c-type cytochrome + 2 H+	EC-2.8.5.2	thiosulfate oxidation III (multienzyme complex)	an oxidized <i>c</i>-type cytochrome // thiosulfate // a [SoxY protein]-<i>S</i>-sulfanyl-L-cysteine // a [SoxY protein]-<i>S</i>-(2-sulfodisulfanyl)-L-cysteine // a reduced <i>c</i>-type cytochrome // H<SUP>+</SUP>
2-heptaprenylphenol + NADPH + oxygen + H+  ->  3-(all-trans-heptaprenyl)benzene-1,2-diol + NADP+ + H2O	EC-1.14.13.240		H<SUP>+</SUP> // NADPH // oxygen // 2-heptaprenylphenol // 3-(<i>all-trans</i>-heptaprenyl)benzene-1,2-diol // H<sub>2</sub>O // NADP<sup>+</sup>
3-phenyl-2-oxopropanoate  <-->  enol-phenylpyruvate	EC-5.3.2.1		3-phenyl-2-oxopropanoate // enol-phenylpyruvate
chlorophyllide a2 + phytyl diphosphate + H+  <-->  chlorophyll a2 + diphosphate	EC-2.5.1.62		H<SUP>+</SUP> // phytyl diphosphate // chlorophyllide <i>a</i><sub>2</sub> // chlorophyll <i>a</i><sub>2</sub> // diphosphate
protoporphyrin IX[in] + 3 a menaquinol[membrane]  <-  protoporphyrinogen IX[in] + 3 a menaquinone[membrane]	EC-1.3.5.3	heme <i>b</i> biosynthesis II (oxygen-independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis II (anaerobic)	protoporphyrin IX // a menaquinol // a menaquinone // protoporphyrinogen IX
S-adenosyl-L-methionine + alpha-D-ribose-1-(2-N-acetamidomethylphosphonate) 5-phosphate + a reduced two electron carrier  ->  5-phospho-alpha-D-ribose 1,2-cyclic phosphate + N-methylacetamide + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + H+	EC-4.7.1.1	(aminomethyl)phosphonate degradation	a reduced two electron carrier // &alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate // <i>S</i>-adenosyl-L-methionine // 5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate // <i>N</i>-methylacetamide // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP> // an oxidized electron carrier
2 S-sulfanylglutathione + a reduced two electron carrier  <-->  bisorganyltrisulfane + hydrogen sulfide + an oxidized electron carrier			a reduced two electron carrier // <i>S</i>-sulfanylglutathione // bisorganyltrisulfane // hydrogen sulfide // an oxidized electron carrier
a (3R)-3-hydroxyacyl-[acyl-carrier protein] + NADP+  <-  a 3-oxoacyl-[acp] + NADPH + H+	EC-1.1.1.100	fatty acid elongation -- saturated	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxyacyl-[acyl-carrier protein] // a 3-oxoacyl-[acp] // NADPH // H<SUP>+</SUP>
(S)-malate + NADP+  ->  pyruvate + CO2 + NADPH	EC-1.1.1.40	gluconeogenesis I	NADP<sup>+</sup> // (<i>S</i>)-malate // pyruvate // CO<SUB>2</SUB> // NADPH
5'-deoxyadenosine + phosphate  ->  5-deoxy-alpha-D-ribose 1-phosphate + adenine	EC-2.4.2.28	5'-deoxyadenosine degradation I	phosphate // 5'-deoxyadenosine // 5-deoxy-&alpha;-D-ribose 1-phosphate // adenine
2'-deoxyguanosine + phosphate  <-->  guanine + 2-deoxy-alpha-D-ribose 1-phosphate	EC-2.4.2.1	purine deoxyribonucleosides degradation I	phosphate // 2'-deoxyguanosine // guanine // 2-deoxy-&alpha;-D-ribose 1-phosphate
(2R,3S)-beta-methylmalyl-CoA  ->  glyoxylate + propanoyl-CoA	EC-4.1.3.24	ethylmalonyl-CoA pathway	(2<i>R</i>,3<i>S</i>)-&beta;-methylmalyl-CoA // glyoxylate // propanoyl-CoA
S-adenosyl-L-methionine + a 7-aminomethyl-7-deazaguanosine34 in tRNA  ->  an epoxyqueuosine34 in tRNA + adenine + L-methionine + H+	EC-2.4.99.17	queuosine biosynthesis I (<i>de novo</i>)	a 7-aminomethyl-7-deazaguanosine<sup>34</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // an epoxyqueuosine<sup>34</sup> in tRNA // adenine // L-methionine // H<SUP>+</SUP>
4-coumarate + ATP + coenzyme A  ->  (E)-4-coumaroyl-CoA + AMP + diphosphate	EC-6.2.1.12		ATP // coenzyme A // 4-coumarate // (<i>E</i>)-4-coumaroyl-CoA // AMP // diphosphate
(R)-methylmalonyl-CoA  <-->  (S)-methylmalonyl-CoA	EC-5.1.99.1	propanoyl CoA degradation I // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	(R)-methylmalonyl-CoA // (S)-methylmalonyl-CoA
a tRNACys + L-cysteine + ATP  ->  an L-cysteinyl-[tRNACys] + AMP + diphosphate	EC-6.1.1.16	tRNA charging	ATP // L-cysteine // a tRNA<SUP>Cys</SUP> // an L-cysteinyl-[tRNA<SUP>Cys</SUP>] // diphosphate // AMP
a tRNA precursor with a 5' extension and a short 3' extension + n phosphate  ->  a tRNA precursor with a 5' extension + a ribonucleoside diphosphate	EC-2.7.7.56	tRNA processing	phosphate // a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a 5' extension // a ribonucleoside diphosphate
SoxB	EC-3.1.6.20	thiosulfate oxidation III (multienzyme complex)	H<sub>2</sub>O // a [SoxY protein]-<i>S</i>-sulfosulfanyl-L-cysteine // a [SoxY protein]-<i>S</i>-sulfanyl-L-cysteine // sulfate // H<SUP>+</SUP>
(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA  <-  (2E,5Z)-tetradecenoyl-CoA + H2O	EC-4.2.1.17	oleate &beta;-oxidation	(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA // (2E,5Z)-tetradecenoyl-CoA // H<sub>2</sub>O
alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-triphosphate + H2O  ->  alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-phosphate + diphosphate + H+	EC-3.6.1.63	glyphosate degradation III	H<sub>2</sub>O // &alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-triphosphate // &alpha;-D-ribose-1-[<i>N</i>-(phosphonomethyl)glycine] 5-phosphate // diphosphate // H<SUP>+</SUP>
a [protein] S-acetyl-L-cysteine + acetyl-CoA  <-->  acetoacetyl-CoA + a [protein]-L-cysteine		2 acetyl-CoA  <-->  acetoacetyl-CoA + coenzyme A	acetyl-CoA // a [protein] <i>S</i>-acetyl-L-cysteine // acetoacetyl-CoA // a [protein]-L-cysteine
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole  ->  fumarate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	EC-4.3.2.2	inosine-5'-phosphate biosynthesis I	5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole // fumarate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	EC-6.3.4.16	urea cycle // 2 ATP + L-glutamine + hydrogencarbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+	ammonium // hydrogencarbonate // ATP // ADP // phosphate // carbamoyl phosphate // H<SUP>+</SUP>
S-sulfanylglutathione + glutathione  <-->  hydrogen sulfide + glutathione disulfide			glutathione // <i>S</i>-sulfanylglutathione // hydrogen sulfide // glutathione disulfide
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate + meso-diaminopimelate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate + ADP + phosphate + H+	EC-6.3.2.13		ATP // <i>meso</i>-diaminopimelate // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate // H<SUP>+</SUP> // UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate // phosphate // ADP
5-hydroxy-CTP + H2O  ->  5-hydroxy-CMP + diphosphate + H+	EC-3.6.1	pyrimidine deoxyribonucleotides dephosphorylation	H<sub>2</sub>O // 5-hydroxy-CTP // 5-hydroxy-CMP // diphosphate // H<SUP>+</SUP>
4-oxoglutaramate + H2O  ->  2-oxoglutarate + ammonium			H<sub>2</sub>O // 4-oxoglutaramate // 2-oxoglutarate // ammonium
beta-nicotinate D-ribonucleotide + H2O  ->  beta-D-ribosylnicotinate + phosphate	EC-3.1.3.5		H<sub>2</sub>O // &beta;-nicotinate D-ribonucleotide // &beta;-D-ribosylnicotinate // phosphate
ammonium + NAD+ + H2O  <-  hydroxylamine + NADH + 2 H+	EC-1.7.1.10	protein <i>S</i>-nitrosylation and denitrosylation	NAD<sup>+</sup> // H<sub>2</sub>O // ammonium // H<SUP>+</SUP> // hydroxylamine // NADH
